Sentiment,Sentiment_Polarity,Sentiment_Subjectivity,Rating,Review,Category,Size,Type,Price,Content Rating,Genres,Android Ver
1,0.0,0.15,4.6,ver low financially wen applied branch loan rcvd wzn seconds thanx alot branch kp,12,3.8,0,0.0,1,57,12
2,1.0,0.3,4.6,branch best apps gave week repay loan without interruption star,12,3.8,0,0.0,1,57,12
2,0.2,0.2,4.6,trying log facebook account sometimes displaying error email already take ends ca really access thing app,12,3.8,0,0.0,1,57,12
2,0.8,0.65,4.6,best ever came across approval apt loan disbursed immediately charges card registration fee,12,3.8,0,0.0,1,57,12
2,0.3583333333333333,0.525,4.6,say branch best far respond quickly disburse loan within short time convinient reliable,12,3.8,0,0.0,1,57,12
2,0.6,0.25,4.6,iam personaly uses faa concerned best come customer care caring much branch company,12,3.8,0,0.0,1,57,12
0,-0.2,0.2,4.6,trouble setting taking forever verify phone number,12,3.8,0,0.0,1,57,12
2,0.8,0.75,4.6,branch great ever seen fast offering loans limit increases money app thanks branch,12,3.8,0,0.0,1,57,12
2,0.125,0.1666666666666666,4.6,first experience regards loan sought satisfactory look forward getting know financial transactions provided,12,3.8,0,0.0,1,57,12
2,0.5666666666666667,0.662962962962963,4.6,agreat help many pple installed uses acquire loan apply loan gets immediately r good sure,12,3.8,0,0.0,1,57,12
2,0.2777777777777778,0.2055555555555555,4.6,one best loan come across recent time reliable prompt payment less hassles requesting loan recommend every one,12,3.8,0,0.0,1,57,12
2,0.15,0.55,4.6,thought applying loan pay month shocked splitter instalments otherwise best av seen,12,3.8,0,0.0,1,57,12
0,-0.0833333333333333,0.4166666666666666,4.7,flooded ads redirected news articles really hidden ads apk requires permissions allow permissions open junk,21,6.3,0,0.0,1,71,16
0,-0.125,0.225,4.7,local updates multiple daily president wrong feels like trying make mind delete,21,6.3,0,0.0,1,71,16
2,0.3999999999999999,0.562962962962963,4.7,love sure keeps updated going city really helpful,21,6.3,0,0.0,1,71,16
1,0.0,0.0,4.7,like rest intolerant liberal left news want unbiased news go somewhere else,21,6.3,0,0.0,1,71,16
0,-0.2083333333333333,0.2833333333333333,4.7,joke allowed access location even tried search city still news another location sooo pointless would less stars could,21,6.3,0,0.0,1,71,16
2,0.0166666666666666,0.2666666666666666,4.7,really like get news around world subject care read take part skip thank,21,6.3,0,0.0,1,71,16
0,-0.1818181818181818,0.75,4.7,fb ad said see thats happening pasco county florida live pasco county downloaded know pasco county bullcrap uninstall fake ads suck,21,6.3,0,0.0,1,71,16
2,0.0905448717948717,0.4257478632478632,4.7,soon downloaded phone slowed way least soon put email instantly slammed spam lots spam think real hard using make sure read tos agreement definitely uninstalling update response answer tos states third party sell info got slammed spam others matter many times deny fact remains soon input email address app fact slammed spam direct result using app deny want even tos states give personal information parties sold email address period usa russian guys must followers like deny lie happy send screenshots venndors spam less minutes giving site email address want proof,21,6.3,0,0.0,1,71,16
2,0.6,0.6000000000000001,4.7,must say love good job going tell family friends app,21,6.3,0,0.0,1,71,16
1,0.0,0.0,4.7,uninstall works maybe times sits trying refresh,21,6.3,0,0.0,1,71,16
1,0.0,0.0,4.7,like breaking news city,21,6.3,0,0.0,1,71,16
2,0.4499999999999999,0.55,4.7,opened ca really tell give fair score yet,21,6.3,0,0.0,1,71,16
2,0.5,0.75,4.7,impressed thank definitely recommended,21,6.3,0,0.0,1,71,16
1,0.0,0.0,4.7,know,21,6.3,0,0.0,1,71,16
2,0.3,0.75,4.7,downloaded far seems ok,21,6.3,0,0.0,1,71,16
1,0.0,0.0,4.7,installed mins ago want give em five stars,21,6.3,0,0.0,1,71,16
2,0.875,0.6000000000000001,4.7,always good know thing around,21,6.3,0,0.0,1,71,16
0,-0.0318181818181818,0.5272727272727272,4.7,helpful new news everyday,21,6.3,0,0.0,1,71,16
1,0.0,0.0,4.7,cant find columbus ohio uninstall,21,6.3,0,0.0,1,71,16
2,1.0,1.0,4.7,awesome gives breaking news,21,6.3,0,0.0,1,71,16
2,0.2,0.4,4.7,straight forward,21,6.3,0,0.0,1,71,16
2,0.25,0.2,4.7,really keeps updated,21,6.3,0,0.0,1,71,16
1,0.0,0.0,4.7,keep updated news,21,6.3,0,0.0,1,71,16
1,0.0,0.0,4.7,like ads,21,6.3,0,0.0,1,71,16
2,0.4,0.5,4.7,fat enjoy spp,21,6.3,0,0.0,1,71,16
2,0.6083333333333334,0.625,4.7,great help keeping going area quickly,21,6.3,0,0.0,1,71,16
2,0.8,0.75,4.7,looks like great great news outlet living vicinity,21,6.3,0,0.0,1,71,16
2,0.39,0.635,4.7,highly recommend app love front screen lights time like sound effects glad turn need,29,3.8,0,0.0,1,103,17
2,0.5,0.2666666666666666,4.7,best flashlight tried many think need give permission read delete things sd card ca get back ex pics flashlight reading deleting sd beware kids,29,3.8,0,0.0,1,103,17
2,0.5,0.625,4.7,need able lock mine switched touched screen mistake,29,3.8,0,0.0,1,103,17
2,0.5428571428571429,0.438095238095238,4.7,best flashlight town extremely bright beeps going shut installed every single phone owned,29,3.8,0,0.0,1,103,17
2,0.53,0.6475,4.7,great app bright using years never failed yet highly recommend anyone needs flashlight app,29,3.8,0,0.0,1,103,17
1,0.0,0.0,3.9,ca load dozen favourites load next favourite delete one lot saved things ca access,18,4.5,0,0.0,1,64,12
2,0.1875,0.4375,3.9,past week able load anything everytime article load none fix please,18,4.5,0,0.0,1,64,12
0,-0.2,0.7625,3.9,entire articles categories refuse load extremely frustrating,18,4.5,0,0.0,1,64,12
1,0.0,0.0,3.9,used like nothing loads soooooooo anymore,18,4.5,0,0.0,1,64,12
2,0.1363636363636363,0.4545454545454545,3.9,allow create account facebook accept info create new account,18,4.5,0,0.0,1,64,12
2,0.3,0.6,3.9,keeping fingers crossed truly fixed far good,18,4.5,0,0.0,1,64,12
1,0.0,0.0,3.9,poop,18,4.5,0,0.0,1,64,12
2,0.0266666666666666,0.4933333333333333,3.9,favourite see content uninstalled reinstalled bad move sign many reports problems think would would fixed poor unusable app,18,4.5,0,0.0,1,64,12
2,0.3625,0.5875,3.9,loved reading articles lot show content read article apparently experiencing would nice issue could fixed,18,4.5,0,0.0,1,64,12
2,0.12,0.6799999999999999,3.9,one favorite apps without quirks chance article clicked actually open frustrating articles want read ones open,18,4.5,0,0.0,1,64,12
0,-0.1942857142857142,0.6428571428571429,3.9,literally single article loads app frustrating gotten worse better desperately need update guys,18,4.5,0,0.0,1,64,12
2,0.35,0.8,3.9,loved profile keeps logging never save anything really frustrating love app ca save anything kind want uninstall,18,4.5,0,0.0,1,64,12
2,0.2166666666666666,0.5666666666666668,3.9,seem like one loved quite long time tried view number articles none would open uninstalled reinstalled avail either fix remove let us know,18,4.5,0,0.0,1,64,12
2,0.53125,0.6444444444444444,3.9,time favorite absolute best diy inspiration guidance gorgeous project ideas step step photos inspire lifestyle creativity daily basis brit co every device definitely crafty set brit shop rocks update still best,18,4.5,0,0.0,1,64,12
2,0.1333333333333333,0.6333333333333333,3.9,used enjoy many issues receiving contents frustrating,18,4.5,0,0.0,1,64,12
1,0.0,1.0,3.9,articles loading content refreshing keeps crashing sad see favourite go thinking deleting,18,4.5,0,0.0,1,64,12
2,0.1327777777777777,0.6055555555555555,4.2,fine constantly logs android meaning trust boarding pass available airports frustrating online log almost every time open app affecting android months months latest update helped,30,51.0,0,0.0,1,104,19
0,-0.0499999999999999,0.6666666666666666,4.2,logs pretty much every time open app good especially trying show boarding pass airport log queue people behind,30,51.0,0,0.0,1,104,19
2,0.125,0.25,4.2,buttons telling flights available eg ny button ca find flights repeatedly different days waste time useful boarding passes,30,51.0,0,0.0,1,104,19
0,-0.2,0.0,4.2,convenient boarding passes information however baggage allowance correctly displayed leading confusion time waste please fix,30,51.0,0,0.0,1,104,19
0,-0.3333333333333333,0.1333333333333333,4.2,logs recognise log details less useless,30,51.0,0,0.0,1,104,19
1,0.0,0.0,4.2,crashes time logs time find bookings,30,51.0,0,0.0,1,104,19
2,0.65,0.15,4.2,best airline app aesthetically pleasing useful practical ca like one,30,51.0,0,0.0,1,104,19
1,0.0,0.0,4.2,find unstable g,30,51.0,0,0.0,1,104,19
2,0.3666666666666667,0.6666666666666666,4.2,decent app mostly quite well set fairly easy navigation,30,51.0,0,0.0,1,104,19
2,0.0249999999999999,0.7000000000000001,4.2,looks good terribly user friendly,30,51.0,0,0.0,1,104,19
2,0.6166666666666667,0.7916666666666667,4.2,easy works great,30,51.0,0,0.0,1,104,19
2,0.35,0.45,4.2,good boarding pass low stress,30,51.0,0,0.0,1,104,19
2,0.5,0.5,4.2,ok,30,51.0,0,0.0,1,104,19
2,0.4333333333333333,0.8333333333333334,4.2,easy,30,51.0,0,0.0,1,104,19
1,0.0,0.0,4.2,complaints,30,51.0,0,0.0,1,104,19
1,0.0,0.0,4.2,rubbish,30,51.0,0,0.0,1,104,19
2,0.8,0.75,4.2,great,30,51.0,0,0.0,1,104,19
2,0.7,0.6000000000000001,4.2,good,30,51.0,0,0.0,1,104,19
2,0.1862244897959183,0.5841836734693878,4.2,latest update says includes fix users logged unexpectedly well fixed every single time open logged even though chose stay logged times flown ba saturday due fly today print paper boarding passes keeps letting logging,30,51.0,0,0.0,1,104,19
0,-0.04,0.4,4.2,tried buy ticket realised go back calendar month month enter date birth young life short sitting pressing button idiot removing app,30,51.0,0,0.0,1,104,19
2,0.55,0.3,4.2,til month best thing ca book flight anymore put travel date go return date automatically puts date need someone fix frequent flyer another flight book,30,51.0,0,0.0,1,104,19
0,-0.3,0.3999999999999999,4.2,ok airlines flexible seems reliable slow limitations take time site sync sometimes gets sync site,30,51.0,0,0.0,1,104,19
2,0.35,0.575,4.3,slow know people saying great,6,6.6,0,0.0,1,34,13
2,0.5,0.5,4.3,brach ok pls help us reduce loan interest rate,6,6.6,0,0.0,1,34,13
2,0.35,0.6,4.3,love fast browsing,6,6.6,0,0.0,1,34,13
2,0.5,0.5,4.3,top luv,6,6.6,0,0.0,1,34,13
2,0.1363636363636363,0.4545454545454545,4.3,searching new songs n videos,6,6.6,0,0.0,1,34,13
1,0.0,0.0,4.3,pix galandari may save,6,6.6,0,0.0,1,34,13
1,0.0,0.0,4.3,judged,6,6.6,0,0.0,1,34,13
2,0.5,0.5,4.3,okay improve,6,6.6,0,0.0,1,34,13
2,1.0,1.0,4.3,awesome like,6,6.6,0,0.0,1,34,13
2,0.3166666666666666,0.7166666666666667,4.3,fast easy use,6,6.6,0,0.0,1,34,13
2,0.6,1.0,4.3,nice like,6,6.6,0,0.0,1,34,13
1,0.0,0.0,4.3,hours day,6,6.6,0,0.0,1,34,13
1,0.0,0.0,4.3,well,6,6.6,0,0.0,1,34,13
2,0.7,0.6000000000000001,4.3,speed good experience immediately nice app,6,6.6,0,0.0,1,34,13
2,0.7,0.6000000000000001,4.3,good using,6,6.6,0,0.0,1,34,13
1,0.0,0.0,4.3,four go mind business,6,6.6,0,0.0,1,34,13
2,0.2078124999999999,0.6125,4.3,good sharp responsive action far complaints,6,6.6,0,0.0,1,34,13
2,0.5,0.3,4.3,useful ummmmm ya good,6,6.6,0,0.0,1,34,13
2,0.2,0.6,4.3,like working fast well,6,6.6,0,0.0,1,34,13
2,1.0,0.6000000000000001,4.3,checked browning truly good browser,6,6.6,0,0.0,1,34,13
2,0.7,0.6000000000000001,4.3,good like jaat hu,6,6.6,0,0.0,1,34,13
1,0.0,0.0,4.3,like,6,6.6,0,0.0,1,34,13
2,0.6950000000000001,0.5,4.3,useful everything perfect,6,6.6,0,0.0,1,34,13
2,0.2,0.6,4.3,fast like,6,6.6,0,0.0,1,34,13
1,0.0,0.0,4.3,like,6,6.6,0,0.0,1,34,13
2,0.7,0.6000000000000001,4.3,fastest browsing n good,6,6.6,0,0.0,1,34,13
2,0.78,1.0,4.3,nice,6,6.6,0,0.0,1,34,13
1,0.0,0.0,4.3,like,6,6.6,0,0.0,1,34,13
1,0.0,0.0,4.3,like,6,6.6,0,0.0,1,34,13
1,0.0,0.0,4.3,nyc,6,6.6,0,0.0,1,34,13
2,0.6,1.0,4.3,nice download,6,6.6,0,0.0,1,34,13
0,-0.375,0.5,4.3,dumb browser,6,6.6,0,0.0,1,34,13
2,0.3999999999999999,0.8,4.3,far good,6,6.6,0,0.0,1,34,13
2,0.0814814814814814,0.4888888888888889,4.0,good parts small starts fairly quickly goes direct info users likely want see needs cardless atm feature similar scb bugs show transfers action show transfer made earlier today via ibanking show payment function show payment made ais yesterday balance incorrect withdraw money using another platform logged app pointless otp others commented,12,10.0,0,0.0,1,57,14
2,0.3181818181818182,0.4772727272727273,4.0,agreed others know know make new account know star star,12,10.0,0,0.0,1,57,14
2,0.1741666666666666,0.7208333333333333,4.0,easy open full function easy submit documents branch go atm press code still enabled,12,10.0,0,0.0,1,57,14
2,0.7,0.6000000000000001,4.0,transfer numbers id good idea,12,10.0,0,0.0,1,57,14
0,-0.2524999999999999,0.2729166666666667,4.0,know multiple cache closed still bad system,12,10.0,0,0.0,1,57,14
2,0.6,0.8,4.0,ever favorite good thing wifi,12,10.0,0,0.0,1,57,14
2,0.0444444444444444,0.4185185185185185,4.0,lot time make transactions need make sure improve server stability green bank lot less problems one,12,10.0,0,0.0,1,57,14
2,0.3666666666666667,0.5166666666666667,4.0,call know easy use use load consume memory lot troubles lot fun,12,10.0,0,0.0,1,57,14
2,0.059090909090909,0.5636363636363636,4.0,frequent attempts launch app new machine difficult another,12,10.0,0,0.0,1,57,14
1,0.0,0.0,4.0,updating wifi working,12,10.0,0,0.0,1,57,14
0,-0.2,0.3,4.0,go see green camp lot development,12,10.0,0,0.0,1,57,14
0,-0.05,0.0833333333333333,4.0,see details transactions last days call center either suspend card days get details suspicious transaction,12,10.0,0,0.0,1,57,14
1,0.0,0.0,4.0,know,12,10.0,0,0.0,1,57,14
1,0.0,0.0,4.0,want change bank salary,12,10.0,0,0.0,1,57,14
1,0.0,0.0,4.0,know,12,10.0,0,0.0,1,57,14
1,0.0,0.0,4.0,case,12,10.0,0,0.0,1,57,14
2,0.52,1.0,4.0,often important time severe depression,12,10.0,0,0.0,1,57,14
1,0.0,0.0,4.0,fingerprint scans,12,10.0,0,0.0,1,57,14
1,0.0,0.375,4.0,view user profile send private message see,12,10.0,0,0.0,1,57,14
0,-0.145,0.76,4.0,slow use far bank neighbors,12,10.0,0,0.0,1,57,14
1,0.0,0.0,4.0,let day adjust anything,12,10.0,0,0.0,1,57,14
1,0.0,0.0,4.0,lot offline,12,10.0,0,0.0,1,57,14
1,0.0,0.0,4.0,chaos,12,10.0,0,0.0,1,57,14
0,-0.0625,0.4,4.0,day long,12,10.0,0,0.0,1,57,14
0,-1.0,1.0,4.0,worst,12,10.0,0,0.0,1,57,14
0,-0.6999999999999998,0.6666666666666666,4.0,bad,12,10.0,0,0.0,1,57,14
2,0.2,0.2,4.0,thanks,12,10.0,0,0.0,1,57,14
1,0.0,0.0,4.0,nices,12,10.0,0,0.0,1,57,14
0,-0.18,0.5800000000000001,4.0,bangkok bank largest bank thailand feels like hired school children develop app ui slow looks year old poor security multi factor authentication bangkok bank bank far behind competition,12,10.0,0,0.0,1,57,14
0,-0.1937499999999999,0.5,4.0,times respond load bad user interface like using first version android year though blb still banking wake man see bank develop,12,10.0,0,0.0,1,57,14
0,-0.1166666666666667,0.4833333333333334,4.0,consider update update sdk os even warn user designed older version android tbh look outdated,12,10.0,0,0.0,1,57,14
1,0.0,0.0,4.0,view application scb like transfer transfer system bank problems,12,10.0,0,0.0,1,57,14
0,-0.1,0.1,4.0,error updated may unavailable contact call center,12,10.0,0,0.0,1,57,14
2,0.0833333333333333,0.5333333333333333,4.0,decent app support finger print log convenient looking forward see similar feature like touch id ios version bbl app,12,10.0,0,0.0,1,57,14
2,0.2454545454545454,0.4848484848484848,4.5,free work time never uploads new video plz look problem solve asap thanks,14,46.0,0,0.0,1,25,14
0,-0.375,0.6000000000000001,4.5,good designed force pay money trivial poorly thought gameplay,14,46.0,0,0.0,1,25,14
2,0.625,0.55,4.5,love levels,14,46.0,0,0.0,1,25,14
2,0.7,0.6000000000000001,4.5,like good,14,46.0,0,0.0,1,25,14
2,0.0666666666666666,0.6666666666666666,4.5,awesome game addicted,14,46.0,0,0.0,1,25,14
0,-0.125,0.175,4.5,solid repetitive,14,46.0,0,0.0,1,25,14
2,0.625,0.4,4.5,levels ive played available boo,14,46.0,0,0.0,1,25,14
0,-0.2,0.2,4.5,wày change player middle game,14,46.0,0,0.0,1,25,14
2,0.0999999999999999,0.3999999999999999,4.5,love game really use brains,14,46.0,0,0.0,1,25,14
2,1.0,1.0,4.5,wonderful spend time relieve stress,14,46.0,0,0.0,1,25,14
0,-0.4,0.4,4.5,like game,14,46.0,0,0.0,1,25,14
2,0.9765625,0.5,4.5,many ads,14,46.0,0,0.0,1,25,14
0,-0.0249999999999999,0.5444444444444444,4.5,sure thanks,14,46.0,0,0.0,1,25,14
2,0.2,0.575,4.5,great game,14,46.0,0,0.0,1,25,14
0,-0.3333333333333333,0.4666666666666666,4.5,game relaxing play game everyday,14,46.0,0,0.0,1,25,14
2,0.7,0.6000000000000001,4.5,good time,14,46.0,0,0.0,1,25,14
2,0.375,0.2,4.5,fun,14,46.0,0,0.0,1,25,14
2,0.6,1.0,4.5,nice,14,46.0,0,0.0,1,25,14
2,0.39,0.26,4.5,fun play,14,46.0,0,0.0,1,25,14
2,0.6499999999999999,0.8,4.5,nice good games,14,46.0,0,0.0,1,25,14
2,0.5,0.7,4.5,entertaining,14,46.0,0,0.0,1,25,14
1,0.0,0.0,4.5,owsm,14,46.0,0,0.0,1,25,14
2,0.375,0.2,4.5,fun,14,46.0,0,0.0,1,25,14
2,0.7,0.6000000000000001,4.5,good,14,46.0,0,0.0,1,25,14
2,0.3,0.35,4.5,best game,14,46.0,0,0.0,1,25,14
2,0.3,0.2,4.5,fun,14,46.0,0,0.0,1,25,14
2,0.5,0.6,4.5,love,14,46.0,0,0.0,1,25,14
2,0.8,0.75,4.5,great,14,46.0,0,0.0,1,25,14
2,0.7,0.6000000000000001,4.5,good,14,46.0,0,0.0,1,25,14
0,-0.0878787878787878,0.3681818181818181,4.5,recently received notification agree new privacy policy terms service link read brings game way exit without data,14,46.0,0,0.0,1,25,14
0,-0.069047619047619,0.4976190476190476,4.5,solid game crisp graphics easy controls let talk ads yes however far seconds less bad would like donate option removes intermission ads,14,46.0,0,0.0,1,25,14
0,-0.1,0.5785714285714286,4.5,simple childish,14,46.0,0,0.0,1,25,14
2,0.0333333333333333,0.6333333333333333,4.5,love game defiantly addictive,14,46.0,0,0.0,1,25,14
2,0.6666666666666666,0.7333333333333334,4.5,interesting awesome really enjoyed,14,46.0,0,0.0,1,25,14
2,0.2454545454545454,0.4848484848484848,4.5,free work time never uploads new video plz look problem solve asap thanks,14,46.0,0,0.0,1,25,14
0,-0.375,0.6000000000000001,4.5,good designed force pay money trivial poorly thought gameplay,14,46.0,0,0.0,1,25,14
2,0.35,0.55,4.5,love company bubble shooter phone get hot games fun,14,46.0,0,0.0,1,25,14
2,0.625,0.55,4.5,love levels,14,46.0,0,0.0,1,25,14
2,0.0666666666666666,0.6666666666666666,4.5,awesome game addicted,14,46.0,0,0.0,1,25,14
2,0.625,0.4,4.5,levels ive played available boo,14,46.0,0,0.0,1,25,14
2,0.8,0.75,4.5,great time killer,14,46.0,0,0.0,1,25,14
0,-0.2,0.2,4.5,wày change player middle game,14,46.0,0,0.0,1,25,14
2,0.0999999999999999,0.3999999999999999,4.5,love game really use brains,14,46.0,0,0.0,1,25,14
0,-0.4,0.4,4.5,like game,14,46.0,0,0.0,1,25,14
0,-0.0249999999999999,0.5444444444444444,4.5,sure thanks,14,46.0,0,0.0,1,25,14
2,0.375,0.2,4.5,fun,14,46.0,0,0.0,1,25,14
2,0.6,1.0,4.5,nice,14,46.0,0,0.0,1,25,14
2,0.6499999999999999,0.8,4.5,nice good games,14,46.0,0,0.0,1,25,14
2,0.5,0.7,4.5,entertaining,14,46.0,0,0.0,1,25,14
1,0.0,0.0,4.5,owsm,14,46.0,0,0.0,1,25,14
2,0.375,0.2,4.5,fun,14,46.0,0,0.0,1,25,14
2,0.7,0.6000000000000001,4.5,good,14,46.0,0,0.0,1,25,14
2,0.3499999999999999,0.6666666666666666,4.5,bad,14,46.0,0,0.0,1,25,14
2,0.3,0.35,4.5,best game,14,46.0,0,0.0,1,25,14
2,0.3,0.2,4.5,fun,14,46.0,0,0.0,1,25,14
2,0.5,0.6,4.5,love,14,46.0,0,0.0,1,25,14
2,0.8,0.75,4.5,great,14,46.0,0,0.0,1,25,14
2,0.7,0.6000000000000001,4.5,good,14,46.0,0,0.0,1,25,14
0,-0.069047619047619,0.4976190476190476,4.5,solid game crisp graphics easy controls let talk ads yes however far seconds less bad would like donate option removes intermission ads,14,46.0,0,0.0,1,25,14
0,-0.1,0.5785714285714286,4.5,simple childish,14,46.0,0,0.0,1,25,14
2,0.4,0.6,4.5,fun somewhat challenging like playing pool,14,46.0,0,0.0,1,25,14
2,0.2454545454545454,0.4848484848484848,4.5,free work time never uploads new video plz look problem solve asap thanks,14,46.0,0,0.0,1,25,14
2,0.35,0.55,4.5,love company bubble shooter phone get hot games fun,14,46.0,0,0.0,1,25,14
2,0.625,0.55,4.5,love levels,14,46.0,0,0.0,1,25,14
2,0.7,0.6000000000000001,4.5,like good,14,46.0,0,0.0,1,25,14
2,0.625,0.4,4.5,levels ive played available boo,14,46.0,0,0.0,1,25,14
2,0.0999999999999999,0.3999999999999999,4.5,love game really use brains,14,46.0,0,0.0,1,25,14
0,-0.4,0.4,4.5,like game,14,46.0,0,0.0,1,25,14
2,0.9765625,0.5,4.5,many ads,14,46.0,0,0.0,1,25,14
0,-0.0249999999999999,0.5444444444444444,4.5,sure thanks,14,46.0,0,0.0,1,25,14
0,-0.3333333333333333,0.4666666666666666,4.5,game relaxing play game everyday,14,46.0,0,0.0,1,25,14
2,0.7,0.6000000000000001,4.5,good time,14,46.0,0,0.0,1,25,14
2,0.375,0.2,4.5,fun,14,46.0,0,0.0,1,25,14
2,0.6499999999999999,0.8,4.5,nice good games,14,46.0,0,0.0,1,25,14
2,0.5,0.7,4.5,entertaining,14,46.0,0,0.0,1,25,14
1,0.0,0.0,4.5,owsm,14,46.0,0,0.0,1,25,14
2,0.7,0.6000000000000001,4.5,good,14,46.0,0,0.0,1,25,14
2,0.3499999999999999,0.6666666666666666,4.5,bad,14,46.0,0,0.0,1,25,14
2,0.3,0.35,4.5,best game,14,46.0,0,0.0,1,25,14
2,0.3,0.2,4.5,fun,14,46.0,0,0.0,1,25,14
2,0.5,0.6,4.5,love,14,46.0,0,0.0,1,25,14
2,0.8,0.75,4.5,great,14,46.0,0,0.0,1,25,14
2,0.7,0.6000000000000001,4.5,good,14,46.0,0,0.0,1,25,14
0,-0.0878787878787878,0.3681818181818181,4.5,recently received notification agree new privacy policy terms service link read brings game way exit without data,14,46.0,0,0.0,1,25,14
0,-0.069047619047619,0.4976190476190476,4.5,solid game crisp graphics easy controls let talk ads yes however far seconds less bad would like donate option removes intermission ads,14,46.0,0,0.0,1,25,14
0,-0.1,0.5785714285714286,4.5,simple childish,14,46.0,0,0.0,1,25,14
2,0.0333333333333333,0.6333333333333333,4.5,love game defiantly addictive,14,46.0,0,0.0,1,25,14
2,0.4,0.6,4.5,fun somewhat challenging like playing pool,14,46.0,0,0.0,1,25,14
0,-0.05,0.3,4.5,fun game play,14,46.0,0,0.0,1,25,14
0,-0.025,0.525,4.5,game cool,14,46.0,0,0.0,1,25,14
2,0.0499999999999999,0.5,4.5,love game,14,46.0,0,0.0,1,25,14
2,0.5,0.6,4.5,love,14,46.0,0,0.0,1,25,14
1,0.0,0.0,4.5,awsome,14,46.0,0,0.0,1,25,14
2,1.0,1.0,4.5,awesome,14,46.0,0,0.0,1,25,14
2,0.1499999999999999,0.5,4.5,good game,14,46.0,0,0.0,1,25,14
2,0.3,0.2,4.5,fun,14,46.0,0,0.0,1,25,14
2,0.1916666666666667,0.3854166666666666,4.5,fun first starts withholding colors point impossible win want buy yup buy bubbles also used straight shots seem curve causing miss shots left supposed fun full review,14,46.0,0,0.0,1,25,14
0,-0.1642857142857143,0.4729166666666667,4.5,like mean potential little annoying finger constantly animated pointing next match feel rushed also slow getting next level show many flashy things stars annoying graphics get next level get rid annoyances might appreciate game,14,46.0,0,0.0,1,25,14
2,0.325,0.475,4.5,way many ads timer daily prize set hours unless playing day rarely get day prize ok,14,46.0,0,0.0,1,25,14
2,0.0318181818181818,0.4548701298701298,4.5,addicting thing wish different given hearts get new level completed maybe new way earn coins love game,14,46.0,0,0.0,1,25,14
2,0.057037037037037,0.6212962962962963,4.5,level need score nearly perfect game even able finish level frustrating wanted mindless game relax aggravating experience wants shell hard cash order able finish level,14,46.0,0,0.0,1,25,14
0,-0.1,0.48,4.5,stopped playing game highly addictive much fun definitely kids people ages thank giving game takes away stress life thank pam,14,46.0,0,0.0,1,25,14
0,-0.0625,0.4595238095238095,4.5,graphics way top extremely distracting fairly simple game could barely make game bombarded overload cutesy graphics delete,14,46.0,0,0.0,1,25,14
2,0.0099999999999999,0.5399999999999999,4.5,game interested challenging thing annoys lives sufficient complete game,14,46.0,0,0.0,1,25,14
0,-0.0166666666666666,0.5523809523809524,4.5,game good many ads lives less higher levels tell game games meant played get irritated boring bubbles lesser shooting gets know guys found fair play bcz agree fairplay part options get lives purchase,14,46.0,0,0.0,1,25,14
2,0.3874999999999999,0.4083333333333333,4.5,good game bubble shooters played way getting coins first place start would best add way getting coins,14,46.0,0,0.0,1,25,14
0,-0.20625,0.6,4.5,really good game bored developer please update game cause played till still coming soon ca wait another adventure bubble,14,46.0,0,0.0,1,25,14
0,-0.3222222222222222,0.4888888888888888,4.5,pathetic game near enough shots left finish game con u buy credits newbie definately made sorry game sucks,14,46.0,0,0.0,1,25,14
2,0.3074074074074073,0.4796296296296296,4.5,much fun graphics awesome generous extras help u win game need add options us get coins way get decent amount coins unless buy deff keep great job game soooooo much fun,14,46.0,0,0.0,1,25,14
0,-0.15,0.2,4.5,really irritating color next bubble chosen depending color bubbles directly next even ones trying shoot waste bubbles change color uugghh,14,46.0,0,0.0,1,25,14
2,0.1166666666666666,0.4708333333333332,4.5,game addictive noticed get bubbles able waste shots enough bubbles even win even chance,14,46.0,0,0.0,1,25,14
0,-0.0555555555555555,0.8555555555555555,4.5,super addictive though becomes difficult play point without spend money wish coins easier earn gameplay,14,46.0,0,0.0,1,25,14
2,0.105,0.6599999999999999,4.5,love difficult levels got whole game weeks graphics amazing,14,46.0,0,0.0,1,25,14
2,0.259375,0.6,4.5,awesome game pass time wish aim little better without aim boost blast,14,46.0,0,0.0,1,25,14
0,-0.9099999999999998,0.8666666666666667,4.5,running activities pushes adds every seconds mind gets distracted bad nd rubbish,14,46.0,0,0.0,1,25,14
2,0.1333333333333333,0.6583333333333333,4.5,easy start playing instantly addictive got level needed lives watch many videos though game coins lives idontpayforfreetoplay,14,46.0,0,0.0,1,25,14
0,-0.375,0.6000000000000001,4.5,good designed force pay money trivial poorly thought gameplay,14,46.0,0,0.0,1,25,14
2,0.35,0.55,4.5,love company bubble shooter phone get hot games fun,14,46.0,0,0.0,1,25,14
2,0.625,0.55,4.5,love levels,14,46.0,0,0.0,1,25,14
2,0.8,0.75,4.5,great time killer,14,46.0,0,0.0,1,25,14
2,0.5,0.5,4.5,many ads,14,46.0,0,0.0,1,25,14
2,0.0999999999999999,0.3999999999999999,4.5,love game really use brains,14,46.0,0,0.0,1,25,14
2,1.0,1.0,4.5,wonderful spend time relieve stress,14,46.0,0,0.0,1,25,14
0,-0.4,0.4,4.5,like game,14,46.0,0,0.0,1,25,14
2,0.9765625,0.5,4.5,many ads,14,46.0,0,0.0,1,25,14
2,0.39,0.26,4.5,fun play,14,46.0,0,0.0,1,25,14
